V1,travel,sleep,work_act,household_combine,Leisure_Combine,Others,work_per_week,wage,year,education,sex,metropolitan,age,partner,child_num
31619,50,470,605,15,275,25,55,19.93,2004,44,1,1,57,1,1
31622,40,530,590,30,220,30,45,12.3,2004,39,2,2,44,3,0
31626,103,537,525,5,220,50,40,17.78825,2004,40,2,1,67,1,0
31628,455,450,330,45,80,80,60,9.61533333333,2004,43,2,1,39,1,1
31631,70,404,465,205,215,81,40,28,2004,43,2,1,42,3,1
31633,10,565,477,20,318,50,42,18.7728571429,2004,43,1,1,40,3,0
31634,105,510,90,252,258,225,60,10,2004,43,1,1,52,1,0
31646,149,430,630,90,105,36,60,33.6538333333,2004,39,1,1,48,1,2
31649,80,510,440,95,300,15,37,31.1848648649,2004,43,2,2,43,1,2
31654,65,385,450,105,335,100,40,28.75,2004,41,1,1,49,1,0
31657,60,450,435,30,240,225,40,10.5,2004,39,2,1,25,3,0
31663,125,520,545,0,75,175,70,41.2,2004,45,1,1,36,1,2
31666,40,580,435,140,75,170,64,14.42296875,2004,43,2,1,51,1,2
31672,66,419,465,160,285,45,40,6.5,2004,39,2,2,43,3,0
31674,60,510,345,45,375,105,55,16.3636363636,2004,44,2,2,49,1,0
31678,65,420,540,0,325,90,40,15,2004,39,1,1,49,2,1
31683,80,720,90,0,410,140,45,16.6666666667,2004,46,1,1,30,3,0
31685,45,330,780,60,165,60,40,36.15375,2004,39,2,1,55,1,0
31688,60,525,455,70,250,80,40,17,2004,43,2,2,32,1,0
31689,20,440,630,60,200,90,40,9.3,2004,37,2,2,20,3,0
31698,30,410,645,235,60,60,50,32.3076,2004,43,1,1,38,1,3
31701,90,510,60,265,395,120,60,3.6,2004,44,1,1,56,1,1
31704,105,355,633,217,85,45,46,14.7826086957,2004,40,1,1,39,3,2
31705,31,435,564,65,270,75,40,11.025,2004,39,2,1,40,1,1
31707,160,550,420,0,310,0,48,17.9,2004,39,1,2,26,1,0
31711,138,400,447,100,275,80,40,19.73675,2004,44,2,1,39,1,3
31715,76,285,375,122,427,155,52,15.1769230769,2004,43,1,2,46,3,1
31726,30,480,655,65,95,115,45,19.2306666667,2004,41,1,1,50,1,1
31734,145,420,425,228,161,61,40,15.86525,2004,44,1,2,37,1,1
31738,80,600,570,0,190,0,50,8,2004,39,1,1,45,1,3
31739,70,240,570,0,420,140,50,30.7692,2004,43,2,1,34,3,0
31742,60,471,155,398,310,46,35,30.2197142857,2004,44,2,1,35,1,2
31750,75,507,560,15,265,18,40,10,2004,39,1,1,29,1,1
31751,110,660,395,0,155,120,40,10,2004,43,2,1,43,2,0
31752,73,475,500,117,190,85,40,13,2004,39,2,1,31,1,1
31764,344,150,243,133,460,110,43,29.5169767442,2004,43,1,1,47,1,1
31766,60,450,497,122,281,30,40,11.53825,2004,39,2,2,43,1,1
31774,105,450,550,35,240,60,45,26.6666666667,2004,42,1,1,50,1,2
31780,50,540,600,0,220,30,40,26.44225,2004,43,2,1,30,1,0
31782,35,420,460,73,211,241,46,19.9634782609,2004,39,1,2,41,3,0
31783,50,285,575,165,270,95,40,21.923,2004,42,2,1,41,1,0
31784,65,490,495,10,250,130,52,10.7248076923,2004,43,2,1,43,3,0
31785,74,585,370,94,277,40,38,17.7123684211,2004,43,2,1,27,1,1
31786,75,365,245,663,85,7,40,21.44,2004,43,2,1,42,1,3
31789,80,450,520,160,210,20,40,27.5,2004,43,1,1,35,1,2
31790,45,540,525,45,230,55,50,11.55,2004,39,1,1,37,3,0
31791,150,450,460,120,240,20,40,27.56,2004,39,1,1,30,1,2
31793,95,390,505,70,320,60,40,72.11525,2004,40,2,1,54,3,0
31795,90,390,640,185,60,75,65,11.2307692308,2004,43,2,1,32,3,1
31798,35,405,835,10,120,35,39,12.16,2004,43,2,1,48,1,2
31799,135,565,120,120,440,60,75,12.8204,2004,44,2,1,36,3,0
31800,142,450,440,35,202,171,51,11.7647058824,2004,39,2,1,31,3,1
31802,10,740,150,30,390,120,55,20.2796363636,2004,43,2,1,28,1,0
31803,10,570,30,355,415,60,45,38.8888888889,2004,43,1,1,35,1,1
31812,60,395,450,280,155,100,40,9.5,2004,41,2,2,42,1,3
31814,85,490,438,45,297,85,40,11.7,2004,39,2,1,55,1,0
31815,20,480,660,40,195,45,40,48.07675,2004,43,1,1,36,1,3
31817,8,606,480,126,215,5,66,14.4545454545,2004,43,1,1,56,3,0
31818,62,405,493,165,230,85,40,33.65375,2004,43,2,1,60,2,0
31822,110,395,495,45,315,80,40,21.9,2004,39,2,1,45,1,1
31826,195,510,15,180,444,96,50,15.7692,2004,40,1,2,55,1,0
31828,40,360,495,45,405,95,40,16.05,2004,43,2,1,45,3,0
31830,20,420,465,100,375,60,40,8.25,2004,39,2,2,68,1,0
31831,23,540,485,14,289,89,40,16.125,2004,39,1,2,46,1,0
31835,60,390,480,160,290,60,40,14.65375,2004,40,2,1,54,1,0
31840,65,555,460,40,238,82,40,12.65,2004,39,2,1,51,3,0
31845,38,480,420,32,320,150,35,6,2004,42,2,2,40,3,2
31847,0,510,60,55,785,30,40,17.5,2004,40,1,1,64,3,0
31848,54,600,523,50,25,188,40,7.75,2004,37,2,2,37,3,0
31859,25,360,565,107,348,35,55,18.1818181818,2004,39,1,2,56,1,2
31862,200,441,525,4,35,235,40,31.9275,2004,43,2,1,36,3,0
31865,85,480,480,150,175,70,45,19.2222222222,2004,42,1,1,35,1,2
31869,112,320,404,96,270,238,44,19.2306818182,2004,39,1,1,50,1,1
31872,195,320,480,60,225,160,40,8.07675,2004,36,2,1,55,1,0
31873,79,425,605,160,106,65,42,40.4761904762,2004,42,2,1,27,1,1
31874,128,364,495,123,190,140,40,21.6345,2004,40,2,1,43,3,2
31877,125,455,120,305,375,60,50,28.846,2004,40,2,1,63,3,0
31880,59,330,450,155,338,108,38,13.1578947368,2004,42,2,1,52,1,0
31881,75,350,480,205,150,180,40,20.8,2004,41,2,1,31,3,3
31884,120,480,455,20,195,170,50,25.7692,2004,44,2,1,50,1,0
31885,90,210,720,10,355,55,36,25,2004,43,2,1,36,1,3
31886,115,465,471,24,320,45,40,10,2004,43,1,1,31,1,0
31888,150,615,105,135,210,225,38,25.6892105263,2004,44,2,1,47,1,1
31891,30,510,435,0,420,45,40,7.25,2004,32,1,1,52,1,0
31896,180,600,570,0,60,30,40,5.25,2004,33,1,1,27,1,3
31898,90,180,990,10,130,40,40,6.8625,2004,43,1,1,27,1,0
31899,230,343,505,2,330,30,42,16.9411904762,2004,43,1,2,32,3,0
31901,110,385,510,135,270,30,40,21.57,2004,39,1,1,39,1,4
31902,30,430,485,150,265,80,40,20,2004,39,2,1,48,1,1
31905,47,410,535,122,285,41,43,23.4651162791,2004,40,2,1,67,1,0
31907,160,400,475,0,360,45,40,34.61525,2004,46,1,1,47,3,0
31909,80,510,530,20,280,20,40,18.52,2004,40,2,1,44,3,0
31914,125,460,515,120,100,120,40,30,2004,42,1,1,54,1,0
31919,360,390,315,10,255,110,40,7,2004,38,1,1,20,3,3
31920,92,403,50,250,590,55,70,41.2087142857,2004,46,1,1,44,3,2
31932,120,390,385,40,485,20,40,25,2004,39,1,1,53,1,0
31933,60,300,805,0,245,30,60,28.3333333333,2004,41,1,1,44,1,2
31935,50,265,495,320,110,200,43,24.1860465116,2004,40,1,1,53,1,2
31940,82,484,606,85,50,133,50,57.6922,2004,44,2,1,32,1,2
31941,130,355,485,1,414,55,50,16.17,2004,39,1,1,28,1,0
31947,35,450,550,75,260,70,40,10.3845,2004,43,2,1,48,1,0
31951,35,390,480,0,475,60,45,10.0977777778,2004,39,1,2,28,3,0
31962,72,505,305,260,170,128,50,20.3846,2004,44,2,1,30,3,1
31970,193,155,491,351,60,190,40,11.53825,2004,41,2,1,51,1,0
31972,45,400,515,340,75,65,40,33.65375,2004,39,1,2,46,1,3
31973,20,419,345,63,488,105,55,9.75927272727,2004,44,2,2,42,1,1
31991,115,420,430,5,380,90,40,10.75,2004,39,1,1,31,3,0
31996,235,205,480,5,220,295,50,17.3076,2004,39,1,1,26,1,1
32004,29,543,621,0,222,25,35,5.15,2004,35,1,2,34,3,0
32011,25,360,470,95,420,70,38,10.5263157895,2004,39,1,2,49,1,3
32012,90,255,405,195,451,44,62,5.58306451613,2004,43,1,1,40,3,0
32013,100,450,455,0,375,60,45,19.8717777778,2004,43,1,1,42,2,0
32016,93,420,794,0,3,130,36,20,2004,41,1,2,28,1,2
32019,54,430,521,166,184,85,43,5.95348837209,2004,40,2,2,46,1,1
32020,75,420,463,257,165,60,40,30,2004,45,1,1,43,1,2
32023,95,360,510,45,215,215,40,28.36525,2004,40,1,1,43,1,2
32026,35,480,480,175,225,45,40,20.625,2004,43,1,1,44,1,1
32029,40,380,712,95,203,10,60,21,2004,40,1,2,53,3,0
32045,120,345,525,315,105,30,45,33.7606666667,2004,46,1,1,36,1,3
32046,75,510,303,327,180,45,40,31.15375,2004,46,2,1,36,1,0
32049,20,360,485,0,525,50,44,21.6545454545,2004,39,1,1,33,3,0
32051,124,378,545,67,240,86,50,18.4614,2004,44,2,1,30,1,0
32052,100,500,455,100,205,80,40,14.5,2004,39,2,1,66,1,0
32054,27,470,560,10,338,35,40,14.90375,2004,44,1,1,38,3,0
32055,60,285,480,270,257,88,40,9.23075,2004,43,2,1,28,3,0
32056,130,450,670,0,100,90,60,19.2306666667,2004,43,1,1,54,3,1
32057,104,394,420,82,140,300,38,10,2004,39,2,1,35,3,5
32058,80,550,530,20,60,200,38,15.1778947368,2004,39,2,1,40,1,1
32065,25,465,240,140,540,30,48,13.8491666667,2004,39,2,1,58,1,0
32066,165,440,735,0,70,30,80,12.5,2004,39,1,2,48,1,1
32068,50,390,560,185,180,75,60,33.6666666667,2004,37,1,1,53,1,0
32075,90,390,60,75,330,495,60,10.5768333333,2004,41,1,1,43,1,3
32077,90,535,460,90,215,50,40,9,2004,39,2,1,52,1,0
32082,108,260,240,301,486,45,40,8,2004,34,1,1,59,3,0
32086,80,420,490,10,390,50,40,16.35,2004,44,2,1,40,1,1
32092,132,450,305,0,183,370,40,6.4,2004,43,2,1,28,1,0
32093,20,420,555,70,265,110,48,12.8204166667,2004,39,2,1,71,1,0
32098,45,240,630,190,230,105,45,7.55555555556,2004,39,1,1,27,1,1
32102,80,670,240,135,105,210,40,14.423,2004,39,2,1,37,3,1
32103,75,630,510,0,135,90,40,12.8,2004,39,2,1,21,3,0
32113,90,470,392,135,268,85,40,16.35,2004,43,2,1,52,1,0
32115,180,585,60,135,450,30,45,7.69222222222,2004,40,2,1,56,1,0
32117,50,385,495,90,370,50,40,13.5,2004,43,1,1,47,3,0
32126,38,540,520,47,225,70,50,10.7692,2004,43,2,1,38,1,2
32132,40,414,130,380,30,446,40,5.25,2004,37,1,2,18,3,1
32135,68,568,470,0,294,40,35,14.2857142857,2004,40,2,2,53,3,0
32138,0,420,60,450,450,60,50,25,2004,46,1,1,42,1,2
32142,35,450,465,20,395,75,40,15,2004,40,1,1,53,1,2
32143,80,557,552,136,90,25,50,11.5384,2004,44,2,1,45,1,1
32144,60,540,490,20,300,30,40,12.31,2004,39,2,1,66,3,0
32146,65,415,308,0,637,15,40,21.25,2004,40,2,1,23,3,0
32150,30,300,585,380,85,60,72,9.72222222222,2004,40,1,1,43,1,0
32152,30,360,750,15,255,30,50,9.6152,2004,43,1,2,34,3,0
32154,70,435,390,285,75,185,40,14.8,2004,40,1,1,53,1,1
32155,80,470,530,50,260,50,40,26.923,2004,43,2,1,43,1,1
32156,30,495,480,180,185,70,40,10,2004,40,1,1,39,1,2
32163,35,615,285,400,90,15,40,17.1,2004,39,1,1,29,1,3
32167,60,335,565,325,100,55,50,15.7846,2004,43,1,1,40,1,3
32168,22,300,608,60,450,0,60,25,2004,40,1,1,53,3,3
32169,65,570,505,90,150,60,60,8.01266666667,2004,42,2,2,38,1,2
32180,130,495,440,45,160,170,40,24.03825,2004,39,2,1,46,3,0
32186,30,660,480,90,180,0,86,7.09302325581,2004,40,1,1,23,1,0
32190,50,738,545,25,60,22,40,14.9,2004,43,2,1,24,3,0
32197,60,380,510,0,470,20,40,42.78825,2004,44,1,1,54,3,0
32199,80,375,480,140,295,70,40,8.3,2004,39,2,2,23,2,1
32200,85,235,480,280,255,105,40,14.90375,2004,39,2,1,33,1,1
32217,130,265,735,100,150,60,60,16.6666666667,2004,43,2,1,32,3,1
32225,50,360,697,28,265,40,60,19.8716666667,2004,39,1,1,36,1,1
32227,120,480,640,15,185,0,40,12,2004,40,1,2,56,3,0
32229,114,410,610,103,158,45,50,16.1538,2004,44,2,2,45,3,0
32232,250,640,60,160,150,180,60,10.4166666667,2004,43,2,2,40,1,1
32236,40,465,455,40,260,180,50,12,2004,36,2,1,56,3,0
32238,165,690,70,215,110,190,40,10,2004,41,1,1,31,1,3
32243,40,360,30,273,577,160,50,11.52,2004,39,2,1,51,1,1
32267,35,585,505,60,225,30,40,48.07675,2004,43,2,1,34,1,1
32270,90,475,480,0,195,200,40,12,2004,40,2,1,28,1,0
32278,195,480,410,65,290,0,37,11.2432432432,2004,43,1,1,31,1,1
32282,23,497,620,95,140,65,40,33.4,2004,44,1,1,35,1,2
32289,60,510,480,0,360,30,40,17.3075,2004,43,1,1,28,1,0
32290,40,570,20,435,225,150,50,9.6152,2004,43,2,1,54,3,0
32293,130,490,180,250,275,115,45,13.0153333333,2004,43,2,2,30,3,0
32298,30,540,450,150,195,75,40,9.45625,2004,43,2,1,48,1,2
32305,30,540,60,490,260,60,37,77.9624324324,2004,44,2,1,39,1,3
32314,85,300,855,120,20,60,55,5.15636363636,2004,43,1,1,58,2,0
32322,50,425,635,0,270,60,48,13.3333333333,2004,39,1,1,30,1,2
32323,70,510,470,110,100,180,40,16.25,2004,36,2,1,44,3,1
32325,90,450,440,25,305,130,40,20,2004,39,1,1,58,3,0
32329,101,480,55,504,80,220,40,33.173,2004,43,2,1,39,3,1
32332,65,495,515,60,300,5,44,13.6363636364,2004,40,1,1,50,1,1
32335,90,480,120,35,645,70,60,14.5833333333,2004,44,1,1,29,1,0
32343,20,550,20,385,245,220,36,25.3522222222,2004,43,2,1,27,1,1
32346,66,465,480,20,160,249,40,28.846,2004,43,2,1,57,1,0
32353,120,375,480,15,270,180,40,15.86525,2004,43,2,1,30,3,0
32354,110,300,430,330,210,60,37,38.9810810811,2004,39,2,1,48,1,1
32358,40,480,490,120,205,105,40,15,2004,39,2,1,55,1,0
32360,63,285,450,45,562,35,40,9,2004,36,2,1,48,1,1
32361,40,400,585,80,315,20,50,11,2004,42,1,1,50,1,0
32362,145,425,470,130,240,30,40,8,2004,36,1,1,55,3,0
32377,40,125,810,30,330,105,88,7.60454545455,2004,43,2,1,33,3,1
32378,41,660,165,165,270,139,44,7.87636363636,2004,39,2,2,55,1,0
32381,35,700,225,42,333,105,50,20.3846,2004,43,2,1,32,3,0
32387,120,452,450,96,277,45,40,10,2004,39,2,1,27,3,1
32388,30,480,780,0,120,30,43,15.8139534884,2004,39,1,1,25,2,3
32390,30,460,525,75,250,100,41,9.0056097561,2004,39,2,1,44,1,0
32395,45,450,765,0,120,60,50,20,2004,39,1,1,42,3,0
32397,70,560,425,30,265,90,40,9.42,2004,39,1,1,54,1,0
32398,60,375,870,30,90,15,50,22.6922,2004,46,2,1,56,1,1
32399,63,479,578,53,202,65,35,21.978,2004,40,1,2,72,3,0
32403,60,540,615,10,210,5,54,10.8588888889,2004,39,1,2,34,1,2
32405,135,360,660,15,220,50,60,31.7306666667,2004,43,1,1,53,1,1
32411,30,570,425,0,380,35,42,11.6,2004,41,1,2,47,1,2
32417,71,374,854,36,55,50,71,9.15492957746,2004,41,2,1,50,1,1
32419,40,330,525,285,230,30,40,10.57675,2004,43,2,1,24,3,0
32432,10,480,335,90,330,195,40,12.11525,2004,43,2,2,43,1,2
32433,70,530,465,5,320,50,40,7.75,2004,36,2,1,40,3,3
32435,115,435,517,196,80,97,40,18.75,2004,42,2,1,42,1,1
32438,45,510,455,0,340,90,40,5,2004,39,1,2,35,3,0
32441,65,520,405,210,195,45,50,12.5,2004,43,1,1,28,1,2
32442,42,510,470,55,95,268,35,6.54,2004,39,2,1,58,3,0
32444,140,300,490,55,350,105,48,18.02875,2004,44,2,2,37,1,3
32445,125,330,410,370,140,65,40,28.846,2004,39,1,1,28,1,1
32448,28,511,636,90,155,20,55,31.4683636364,2004,45,1,1,35,1,3
32451,173,447,118,15,579,108,50,48.06,2004,43,1,1,35,3,2
32456,110,465,475,0,320,70,40,23.93,2004,41,1,1,34,1,2
32461,25,360,595,210,105,145,36,9.72222222222,2004,43,2,1,27,1,1
32464,40,510,530,45,205,110,50,17.3076,2004,45,2,2,28,2,0
32476,0,510,805,0,110,15,99,6.79868686869,2004,43,1,1,80,3,0
32479,56,390,427,334,113,120,40,12.5,2004,41,2,2,35,3,2
32488,60,450,760,45,50,75,65,14.7927692308,2004,43,2,1,42,1,3
32491,39,510,450,6,399,36,40,7.575,2004,39,2,2,38,3,2
32500,40,385,450,370,105,90,40,28.1,2004,41,2,1,40,1,2
32504,230,570,130,95,410,5,45,31.1777777778,2004,45,1,1,50,1,1
32508,70,220,833,147,115,55,60,23.0768333333,2004,43,2,1,37,3,1
32509,65,445,406,64,360,100,40,7.5,2004,39,2,2,28,3,1
32519,140,510,430,100,210,50,40,21.6345,2004,43,2,1,26,1,0
32524,139,480,395,200,80,146,40,32.45,2004,44,2,1,47,1,1
32525,225,435,375,0,180,225,35,25.2745714286,2004,43,2,1,38,3,0
32531,125,429,505,136,40,205,60,25.7691666667,2004,43,2,1,43,1,0
32537,40,580,390,280,105,45,40,19.23075,2004,44,2,1,28,1,1
32539,14,480,668,143,30,105,45,15.5555555556,2004,39,2,1,39,1,0
32541,55,355,20,178,605,227,40,14.423,2004,43,1,1,68,1,0
32542,50,420,515,45,350,60,45,13.4444444444,2004,40,2,1,50,3,0
32543,115,360,530,138,222,75,50,26.923,2004,39,2,1,46,1,0
32560,0,480,885,0,75,0,80,36.057625,2004,44,1,1,51,1,0
32561,120,465,640,15,165,35,40,9,2004,37,2,1,26,3,4
32564,45,570,660,0,10,155,65,14.7927692308,2004,40,1,2,32,1,2
32566,30,660,470,0,220,60,40,11.7,2004,36,1,2,21,3,0
32567,125,388,655,2,195,75,45,64.1024444444,2004,45,1,1,47,1,0
32568,30,420,615,40,270,65,55,15.7341818182,2004,43,1,1,35,3,0
32572,60,510,625,0,245,0,40,9.6,2004,38,1,1,43,1,1
32574,85,360,540,0,314,141,40,14.423,2004,39,1,1,29,3,0
32580,12,254,603,149,367,55,91,4.61538461538,2004,39,1,2,34,1,1
32583,80,510,510,0,295,45,42,26.0988095238,2004,39,1,1,42,1,0
32588,65,300,610,0,315,150,42,14.2857142857,2004,40,2,1,23,3,0
32589,125,420,590,120,125,60,50,15.169,2004,39,1,1,29,1,3
32590,32,666,480,1,140,121,40,6.02,2004,39,2,2,48,3,0
32591,105,360,615,60,270,30,60,6,2004,37,1,1,32,3,0
32592,115,390,460,0,400,75,40,10.4,2004,39,2,2,19,2,0
32597,50,480,460,30,350,70,40,12.3,2004,35,1,1,51,1,1
32598,30,705,675,0,30,0,50,8,2004,39,1,1,39,1,3
32599,150,375,490,85,205,135,35,11.4285714286,2004,37,1,2,33,3,0
32600,63,420,450,3,458,46,40,18.82,2004,39,1,1,63,3,0
32602,50,530,2,60,668,130,45,46.2962222222,2004,39,1,1,50,1,0
32603,24,293,565,10,336,212,45,14.8888888889,2004,40,1,1,23,3,0
32609,50,465,710,0,185,30,49,20.4081632653,2004,39,1,1,44,1,0
32611,110,420,535,0,295,80,40,23,2004,39,1,1,62,1,0
32612,115,480,580,115,95,55,50,13,2004,44,2,1,49,1,2
32613,60,420,635,60,165,100,50,32.6922,2004,43,1,1,43,1,2
32614,80,480,535,10,305,30,40,31.25,2004,44,2,2,58,1,0
32615,35,465,465,190,145,140,40,6.3,2004,39,2,2,71,3,0
32620,220,525,90,195,327,83,40,17.3075,2004,43,2,1,49,1,0
32622,64,570,437,1,328,40,60,12.1666666667,2004,39,1,2,31,1,3
32637,65,480,660,0,185,50,50,17.3076,2004,42,2,1,52,1,0
32639,145,375,655,0,200,65,55,13.3636363636,2004,39,1,1,53,1,0
32643,100,355,450,290,150,95,40,16.5,2004,41,2,1,42,1,2
32652,116,360,480,60,331,93,40,16.25,2004,39,1,1,30,3,0
32653,47,533,610,60,90,100,50,35.4,2004,43,1,1,45,1,3
32654,102,315,675,115,180,53,50,14.8076,2004,40,2,1,58,1,0
32660,175,470,535,0,65,195,40,8,2004,31,1,1,54,3,0
32665,60,410,685,75,70,140,66,15.4428787879,2004,44,1,1,38,3,0
32666,166,495,309,156,269,45,45,64.1024444444,2004,43,1,1,34,1,2
32669,80,510,439,141,240,30,40,36.0575,2004,43,1,1,38,1,1
32677,50,420,580,20,360,10,40,8.04,2004,35,2,1,29,1,0
32678,50,450,580,0,330,30,50,32.6922,2004,43,1,1,46,1,2
32682,180,420,450,90,120,180,40,6.25,2004,33,2,1,41,1,0
32686,70,465,515,20,305,65,53,6.60377358491,2004,40,2,1,40,3,3
32695,44,490,600,40,211,55,55,14.5454545455,2004,43,2,1,25,1,0
32697,51,375,210,240,469,95,50,3.6922,2004,43,2,1,26,3,0
32699,42,470,493,42,293,100,45,18.8444444444,2004,39,1,1,30,3,0
32702,154,420,351,80,220,215,50,11.5384,2004,40,1,1,20,3,3
32703,60,510,465,180,90,135,40,7.2115,2004,33,2,1,46,1,2
32704,66,456,508,0,368,42,50,18,2004,39,1,1,44,1,2
32705,30,360,495,45,420,90,40,17,2004,43,2,1,67,3,0
32706,95,455,540,180,105,65,40,19.23075,2004,43,2,1,30,1,1
32710,63,720,157,140,330,30,40,19.23075,2004,43,1,2,51,1,0
32712,170,510,480,25,215,40,48,32.05125,2004,44,1,1,37,1,2
32713,120,540,465,120,75,120,50,46.1538,2004,43,1,1,54,1,2
32716,16,504,315,50,450,105,60,12.5,2004,46,2,1,60,1,0
32719,75,215,925,0,180,45,70,33.9285714286,2004,44,2,1,55,3,0
32723,50,570,120,160,480,60,40,43.269,2004,44,2,1,52,3,0
32726,80,480,485,60,225,110,40,30.28825,2004,43,1,1,58,3,0
32729,150,315,360,77,285,253,50,21.1538,2004,39,1,1,39,2,3
32734,30,525,510,0,375,0,40,15.3845,2004,41,1,1,41,1,0
32738,30,525,415,15,455,0,70,9.89,2004,41,1,1,52,1,0
32744,135,420,554,194,97,40,60,19.2306666667,2004,43,1,1,44,1,1
32750,75,480,455,135,255,40,50,5.7692,2004,40,2,1,48,1,0
32751,50,540,440,75,320,15,40,6.85,2004,39,1,1,59,1,0
32753,105,495,465,25,330,20,45,19.2306666667,2004,43,1,1,44,3,0
32760,105,194,120,251,45,725,44,22.7272727273,2004,44,2,1,52,1,1
32761,30,510,470,255,175,0,40,19.23075,2004,40,1,1,40,3,0
32767,60,487,432,71,255,135,45,15.3844444444,2004,41,2,1,61,3,0
32773,0,540,405,360,110,25,43,26.8334883721,2004,44,2,1,37,1,1
32774,122,385,585,10,180,158,60,38.4615,2004,41,1,1,43,1,3
32776,145,390,593,0,282,30,65,25,2004,45,2,1,47,3,0
32779,151,390,552,84,203,60,50,33.6,2004,40,1,1,30,1,1
32780,98,365,745,17,130,85,60,17.3076666667,2004,45,1,1,33,2,0
32784,95,390,555,0,270,130,40,15.86525,2004,43,2,1,57,1,0
32786,11,525,467,192,200,45,40,6.25,2004,39,2,1,39,1,2
32787,65,485,120,105,285,380,50,10,2004,40,2,1,45,1,2
32793,31,510,443,371,60,25,40,23.07675,2004,43,2,1,28,1,3
32797,20,230,450,0,110,630,40,19.3,2004,39,1,2,51,2,0
32801,95,325,570,50,255,145,50,31.923,2004,43,2,1,54,3,0
32813,195,398,490,17,283,57,39,16.7651282051,2004,41,2,1,59,3,0
32825,45,120,1215,0,25,35,88,15.0681818182,2004,43,2,1,34,1,0
32826,69,420,621,10,215,105,65,16.2721538462,2004,43,1,1,24,3,0
32828,118,381,75,419,367,80,40,12.019,2004,43,2,1,44,1,1
32830,27,561,450,174,154,74,40,14,2004,39,2,2,33,3,2
32839,46,531,420,92,231,120,40,14,2004,39,1,2,69,1,0
32855,60,425,470,80,365,40,43,6.97674418605,2004,39,2,2,51,3,0
32857,130,510,470,30,215,85,40,15,2004,43,1,1,34,3,0
32859,55,465,530,105,235,50,45,51.282,2004,44,2,1,49,1,1
32862,10,525,730,0,175,0,50,12.15,2004,39,1,2,46,1,3
32864,65,445,572,6,327,25,40,8.65375,2004,33,1,1,38,1,0
32868,109,615,21,183,200,312,50,13.4614,2004,43,2,1,59,3,0
32870,65,483,535,5,90,262,50,21.5384,2004,44,2,1,42,3,0
32875,40,480,450,70,270,130,35,6.85714285714,2004,40,2,2,37,1,2
32882,100,430,175,252,483,0,45,22.0511111111,2004,39,1,2,63,1,0
32892,149,120,450,56,605,60,40,8.75,2004,39,2,2,28,3,1
32898,80,390,470,110,230,160,42,15.2380952381,2004,39,2,1,40,1,1
32899,100,428,610,82,120,100,40,25,2004,40,2,1,30,1,3
32902,40,350,645,0,375,30,50,16.8,2004,40,1,1,43,3,0
32910,41,450,422,30,390,107,40,28.3625,2004,42,2,1,55,3,0
32915,300,390,540,0,135,75,50,37.3076,2004,44,1,1,40,1,1
32916,60,585,480,0,220,95,60,7.28666666667,2004,43,1,1,36,3,0
32917,120,330,420,0,515,55,40,12.5,2004,39,2,1,24,3,0
32919,50,545,480,0,295,70,40,28.846,2004,44,1,1,42,1,1
32924,49,241,580,0,520,50,45,21.3333333333,2004,39,1,1,47,1,3
32928,218,660,30,70,368,94,40,17,2004,40,2,1,29,2,1
32931,60,315,704,120,180,61,60,8,2004,39,2,2,40,1,0
32940,50,495,483,40,135,237,40,19.95,2004,40,2,1,47,3,0
32943,80,420,600,115,150,75,75,17.9486666667,2004,39,1,2,32,1,1
32950,70,540,585,25,175,45,40,19.23075,2004,43,2,1,42,1,0
32955,120,450,720,0,90,60,40,43.269,2004,44,2,1,33,3,0
32964,80,490,535,135,105,95,40,43.269,2004,43,2,1,39,1,2
32965,75,540,380,0,437,8,40,12,2004,39,1,1,22,1,1
32971,77,539,418,81,270,55,40,32.67,2004,42,2,1,36,2,2
32972,32,445,450,270,203,40,40,27.5,2004,40,1,1,49,1,2
32975,62,465,475,233,150,55,40,20,2004,40,2,1,33,1,4
32976,12,480,624,5,309,10,60,5.76916666667,2004,41,1,2,21,3,0
32983,55,420,400,110,290,165,40,7.51,2004,39,2,2,78,3,0
32986,54,406,570,110,120,180,50,23.06,2004,46,1,2,54,1,1
32990,55,559,60,406,270,90,45,21.3673333333,2004,43,1,1,36,1,1
32998,45,605,385,30,100,275,58,9.50431034483,2004,40,2,1,56,3,0
32999,129,355,415,281,210,50,40,11,2004,42,2,1,41,1,2
33000,160,510,485,30,215,40,50,17.3076,2004,46,1,2,39,3,0
33001,70,360,150,380,117,363,40,21.394,2004,44,2,2,35,1,1
33002,37,420,665,20,280,18,60,10.98,2004,39,1,1,51,3,0
33006,196,505,5,200,271,263,40,15.4,2004,41,1,1,36,1,2
33008,70,585,530,17,165,73,50,11.6,2004,43,1,1,55,1,0
33015,90,450,669,3,148,80,55,5.24472727273,2004,44,1,1,60,1,0
33021,180,530,435,20,120,155,35,31.3185714286,2004,44,2,1,51,3,0
33023,80,420,525,0,385,30,55,18.1818181818,2004,46,1,1,33,3,0
33025,45,570,495,20,235,75,40,9,2004,38,2,1,62,3,0
33028,40,515,520,0,345,20,40,11.525,2004,38,1,1,24,1,1
33030,103,450,520,195,102,70,40,13.955,2004,39,1,1,42,1,3
33039,220,510,15,187,343,165,50,57.6922,2004,44,1,1,35,1,1
33045,23,540,518,75,140,144,40,33.75,2004,44,2,2,46,1,1
